nr,möbel,läge,facit_low,facit_high,low,default,high,n,variantMethod,variantSource,effectiveN,sizeMethod,sizeQuery,sizeWarning,filtersConverted,variant,imageFiltered,cellLevel,cellKey,priceBasis,note,confidence,träff_intervall,träff_default,avvikelse,felklass
1,ikea norsborg,kärnnamn,500,1000,411.0,898.0,4279.0,15,weighted,type_system:prior+union3,13.5,none,,,variant,"['baddsoffa', 'hornsoffa', 'soffa']",none,,,asking,"Baserat på 15 liknande annonser. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 1342 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,True,0.0,tunt
1,ikea norsborg,kärnnamn + bild,500,1000,411.0,898.0,4279.0,15,weighted,type_system:image+union3,13.5,none,,,variant,"['baddsoffa', 'hornsoffa', 'soffa']",none,,,asking,"Baserat på 15 liknande annonser. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 1342 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,True,0.0,tunt
2,Bolia soffa med puff,kärnnamn,8000,11000,872.0,2599.0,29513.0,15,weighted,type_system:text+union3,9.8,none,,,variant,"['baddsoffa', 'hornsoffa', 'soffa']",none,,,asking,"Tunt underlag: motsvarande 10 annonser efter viktning. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 77 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,False,-0.675125,tunt
2,Bolia soffa med puff,kärnnamn + bild,8000,11000,872.0,2599.0,29513.0,15,weighted,type_system:text+union3,9.8,none,,,variant,"['baddsoffa', 'hornsoffa', 'soffa']",none,,,asking,"Tunt underlag: motsvarande 10 annonser efter viktning. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 77 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,False,-0.675125,tunt
3,Mio Harper soffa,kärnnamn,4000,6500,4900.0,6500.0,11000.0,36,filtered,type_system:text+union3,36.0,none,,"3-sits,4-sits",,"['baddsoffa', 'hornsoffa', 'soffa']",none,,,asking,"Baserat på 36 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast bäddsoffa, hörnsoffa eller soffa.",low,True,True,0.0,övrigt
3,Mio Harper soffa,kärnnamn + bild,4000,6500,4900.0,6500.0,11000.0,36,filtered,type_system:text+union3,36.0,none,,"3-sits,4-sits",,"['baddsoffa', 'hornsoffa', 'soffa']",none,,,asking,"Baserat på 36 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast bäddsoffa, hörnsoffa eller soffa.",low,True,True,0.0,övrigt
4,Jysk Egedal,kärnnamn,1000,2000,684.0,1061.0,1736.0,15,none,unresolved,15.0,none,,,,,none,,,asking,"Baserat på 15 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 151 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,True,0.0,tunt
4,Jysk Egedal,kärnnamn + bild,1000,2000,684.0,1061.0,1736.0,15,none,unresolved,15.0,none,,,,,none,,,asking,"Baserat på 15 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 151 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,True,0.0,tunt
5,Jysk Allese,kärnnamn,4000,6500,2274.0,3420.0,4966.0,12,none,unresolved,12.0,none,,,,,none,,,asking,"Baserat på 12 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 12 annonser av just den modellen, så priset är sammanvägt med 151 liknande annonser av samma märke och möbeltyp (vikt 0.67 på modellen).",low,True,False,-0.145,tunt
5,Jysk Allese,kärnnamn + bild,4000,6500,2274.0,3420.0,4966.0,12,ignored,type_system:image+union3,12.0,none,,,,"['baddsoffa', 'hornsoffa', 'soffa']",none,,,asking,"Baserat på 12 liknande annonser. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 12 annonser av just den modellen, så priset är sammanvägt med 151 liknande annonser av samma märke och möbeltyp (vikt 0.67 på modellen). Möbeltypen bäddsoffa, hörnsoffa eller soffa gav för tunt underlag och ingår inte i beräkningen.",low,True,False,-0.145,tunt
