nr,möbel,läge,facit_low,facit_high,low,default,high,n,variantMethod,variantSource,effectiveN,sizeMethod,sizeQuery,sizeWarning,filtersConverted,variant,imageFiltered,cellLevel,cellKey,priceBasis,note,confidence,träff_intervall,träff_default,avvikelse,felklass
1,Mio Town,kärnnamn,7000,12000,3281,5212,8521,15,none,unresolved,15.0,none,,,,,none,full,mio|soffa|town|,asking,"Baserat på 15 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 1068 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,False,-0.25542857142857145,tunt
1,Mio Town,kärnnamn + bild,7000,12000,3281,5495,8521,15,weighted,type_system:image+union3,15.0,none,,,variant,"['baddsoffa', 'hornsoffa', 'soffa']",none,full,mio|soffa|town|,asking,"Baserat på 15 liknande annonser. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 1068 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,False,-0.215,tunt
2,Mio Saturday,kärnnamn,3000,6000,3738,5382,7383,15,none,unresolved,15.0,none,,,,,none,full,mio|soffa|saturday|,asking,"Baserat på 15 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 1068 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,True,0.0,tunt
2,Mio Saturday,kärnnamn + bild,3000,6000,3738,5382,7383,15,weighted,type_system:image+union3,14.2,none,,,variant,"['baddsoffa', 'hornsoffa', 'soffa']",none,full,mio|soffa|saturday|,asking,"Baserat på 15 liknande annonser. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 1068 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,True,0.0,tunt
3,Mio Bridge,kärnnamn,3500,7000,993,3349,4852,15,none,unresolved,15.0,none,,,,,none,full,mio|soffa|bridge|,asking,"Baserat på 15 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 1068 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,False,-0.04314285714285714,tunt
3,Mio Bridge,kärnnamn + bild,3500,7000,993,3485,4852,15,weighted,type_system:image+union3,14.2,none,,,variant,"['baddsoffa', 'hornsoffa', 'soffa']",none,full,mio|soffa|bridge|,asking,"Baserat på 15 liknande annonser. Baserat på utropspriser i annonser. För få annonser inom 8 månader, så de 15 senaste används oavsett ålder. Bara 15 annonser av just den modellen, så priset är sammanvägt med 1068 liknande annonser av samma märke och möbeltyp (vikt 0.71 på modellen).",low,True,False,-0.004285714285714286,tunt
4,IKEA karlstrand,kärnnamn,500,2000,200,250,500,1489,none,unresolved,1489.0,none,,,,,none,full,ikea|okand||,asking,"Baserat på 1489 liknande annonser. Möbeltypen kunde inte avgöras vare sig ur bilden eller texten, så jämförelsen är gjord på hela träffmängden. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna.",low,True,False,-0.5,övrigt
4,IKEA karlstrand,kärnnamn + bild,500,2000,1200,1500,2000,72,filtered,type_system:image+union3,72.0,none,,,,"['baddsoffa', 'hornsoffa', 'soffa']",none,full,ikea|okand||,asking,"Baserat på 72 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast bäddsoffa, hörnsoffa eller soffa.",high,True,True,0.0,övrigt
5,Bellus soffa,kärnnamn,2000,6000,1290,1850,5199,1865,filtered,type_system:text+union3,1865.0,none,,"150-200cm,200-250cm,divan,250-300cm,u-soffa",,"['baddsoffa', 'hornsoffa', 'soffa']",none,full,|soffa||,asking,"Baserat på 1865 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast bäddsoffa, hörnsoffa eller soffa.",low,True,False,-0.075,övrigt
5,Bellus soffa,kärnnamn + bild,2000,6000,1290,1850,5199,1865,filtered,type_system:text+union3,1865.0,none,,"150-200cm,200-250cm,divan,250-300cm,u-soffa",,"['baddsoffa', 'hornsoffa', 'soffa']",none,full,|soffa||,asking,"Baserat på 1865 liknande annonser. Baserat på utropspriser i annonser. Endast annonser från senaste 8 månaderna. Endast bäddsoffa, hörnsoffa eller soffa.",low,True,False,-0.075,övrigt
